,SemiStd3m_.NSEI,SemiStd3m_.NIFMDCP100,SemiStd3m_.NIFSMCP100
SemiStd3m_.NSEI,1.0,0.8664867904006472,0.5799764710812851
SemiStd3m_.NIFMDCP100,0.8664867904006472,1.0,0.8502231360848154
SemiStd3m_.NIFSMCP100,0.5799764710812851,0.8502231360848154,1.0
