,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100
Return3m_.NSEI,1.0,0.9569278887602837,0.9002403240238604
Return3m_.NIFMDCP100,0.9569278887602837,1.0,0.9660237263530628
Return3m_.NIFSMCP100,0.9002403240238604,0.9660237263530628,1.0
