,Drawdown3m_.NSEI,Drawdown3m_.NIFMDCP100,Drawdown3m_.NIFSMCP100
Drawdown3m_.NSEI,1.0,0.9686840309462282,0.969334540092353
Drawdown3m_.NIFMDCP100,0.9686840309462282,1.0,0.9769251978142148
Drawdown3m_.NIFSMCP100,0.969334540092353,0.9769251978142148,1.0
