,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100
SemiStd6m_.NSEI,1.0,0.9741755550548822,0.9783319504859788
SemiStd6m_.NIFMDCP100,0.9741755550548822,1.0,0.9780867703991794
SemiStd6m_.NIFSMCP100,0.9783319504859788,0.9780867703991794,1.0
