,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100
Return3m_.NSEI,0.0038831059663861885,0.005614640120644157,0.00615832010672831
Return3m_.NIFMDCP100,0.005614640120644157,0.009721499104883773,0.011336141679959538
Return3m_.NIFSMCP100,0.00615832010672831,0.011336141679959538,0.014014011763434153
