,Return12m_.NSEI,Return12m_.NIFMDCP100,Return12m_.NIFSMCP100
Return12m_.NSEI,1.0,0.8364251116880612,0.8160041871126427
Return12m_.NIFMDCP100,0.8364251116880612,1.0,0.9591248912688497
Return12m_.NIFSMCP100,0.8160041871126427,0.9591248912688497,1.0
