,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100
Return3m_.NSEI,1.0,0.9202228083830839,0.8233350185817322
Return3m_.NIFMDCP100,0.9202228083830839,1.0,0.9396859099726271
Return3m_.NIFSMCP100,0.8233350185817322,0.9396859099726271,1.0
