,SemiStd3m_.NSEI,SemiStd3m_.NIFMDCP100,SemiStd3m_.NIFSMCP100,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100,SemiStd12m_.NSEI,SemiStd12m_.NIFMDCP100,SemiStd12m_.NIFSMCP100
SemiStd3m_.NSEI,1.0,0.8525138408318889,0.7752634009300888,0.7389765344293648,0.5881916152922376,0.6029875810943572,0.639906684274036,0.5083810510070618,0.5527846888079868
SemiStd3m_.NIFMDCP100,0.8525138408318889,1.0,0.920697445820515,0.5544041915776575,0.6563350875353043,0.6253288259319527,0.47818345517271127,0.5698501334851644,0.5732417176743557
SemiStd3m_.NIFSMCP100,0.7752634009300888,0.920697445820515,1.0,0.49625834693530874,0.5973186093513421,0.6486546313634572,0.4201596403339962,0.4749364055758579,0.5164373380649977
SemiStd6m_.NSEI,0.7389765344293648,0.5544041915776575,0.49625834693530874,1.0,0.777615557212422,0.7570167291143771,0.8165446423264757,0.5442298658778172,0.6451075243311762
SemiStd6m_.NIFMDCP100,0.5881916152922376,0.6563350875353043,0.5973186093513421,0.777615557212422,1.0,0.910739770043689,0.5927503658368845,0.8134742117869477,0.8321806976454031
SemiStd6m_.NIFSMCP100,0.6029875810943572,0.6253288259319527,0.6486546313634572,0.7570167291143771,0.910739770043689,1.0,0.5626589293698268,0.6726473878896874,0.7534468588117299
SemiStd12m_.NSEI,0.639906684274036,0.47818345517271127,0.4201596403339962,0.8165446423264757,0.5927503658368845,0.5626589293698268,1.0,0.6018855518622498,0.7345326070849424
SemiStd12m_.NIFMDCP100,0.5083810510070618,0.5698501334851644,0.4749364055758579,0.5442298658778172,0.8134742117869477,0.6726473878896874,0.6018855518622498,1.0,0.9569363375906729
SemiStd12m_.NIFSMCP100,0.5527846888079868,0.5732417176743557,0.5164373380649977,0.6451075243311762,0.8321806976454031,0.7534468588117299,0.7345326070849424,0.9569363375906729,1.0
