,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100
Return3m_.NSEI,1.0,0.9138305722894605,0.8348172216076208
Return3m_.NIFMDCP100,0.9138305722894605,1.0,0.9712195279238607
Return3m_.NIFSMCP100,0.8348172216076208,0.9712195279238607,1.0
