,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown12m_.NSEI,0.03345974560383182,0.0405095551259861,0.04546533295176403
Drawdown12m_.NIFMDCP100,0.0405095551259861,0.04980390142104032,0.05593055962512642
Drawdown12m_.NIFSMCP100,0.04546533295176403,0.05593055962512642,0.06545133853215566
