,Return3m_.NSEI,Return3m_.NIFMDCP100,Return3m_.NIFSMCP100
Return3m_.NSEI,1.0,0.9640132438599914,0.9613619879116613
Return3m_.NIFMDCP100,0.9640132438599914,1.0,0.9845797138514704
Return3m_.NIFSMCP100,0.9613619879116613,0.9845797138514704,1.0
