,Drawdown6m_.NSEI,Drawdown6m_.NIFMDCP100,Drawdown6m_.NIFSMCP100
Drawdown6m_.NSEI,1.0,0.8362201781982221,0.7132988241390492
Drawdown6m_.NIFMDCP100,0.8362201781982221,1.0,0.9246218439076068
Drawdown6m_.NIFSMCP100,0.7132988241390492,0.9246218439076068,1.0
