,SemiStd3m_.NSEI,SemiStd3m_.NIFMDCP100,SemiStd3m_.NIFSMCP100
SemiStd3m_.NSEI,1.0,0.9572805087813073,0.952391908264861
SemiStd3m_.NIFMDCP100,0.9572805087813073,1.0,0.964181279773326
SemiStd3m_.NIFSMCP100,0.952391908264861,0.964181279773326,1.0
