,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown12m_.NSEI,1.0,0.9881219882500029,0.8938334964072203
Drawdown12m_.NIFMDCP100,0.9881219882500029,1.0,0.9058455871252912
Drawdown12m_.NIFSMCP100,0.8938334964072203,0.9058455871252912,1.0
