,Drawdown12m_.NSEI,Drawdown12m_.NIFMDCP100,Drawdown12m_.NIFSMCP100
Drawdown12m_.NSEI,1.0,0.5636334662786371,0.5194329871595078
Drawdown12m_.NIFMDCP100,0.5636334662786371,1.0,0.9700730178293657
Drawdown12m_.NIFSMCP100,0.5194329871595078,0.9700730178293657,1.0
