,Return6m_.NSEI,Return6m_.NIFMDCP100,Return6m_.NIFSMCP100
Return6m_.NSEI,1.0,0.9155114810969708,0.854354864050378
Return6m_.NIFMDCP100,0.9155114810969708,1.0,0.9811612345260109
Return6m_.NIFSMCP100,0.854354864050378,0.9811612345260109,1.0
