,Return6m_.NSEI,Return6m_.NIFMDCP100,Return6m_.NIFSMCP100
Return6m_.NSEI,1.0,0.9799905491883717,0.9852231831567326
Return6m_.NIFMDCP100,0.9799905491883717,1.0,0.9907679823306449
Return6m_.NIFSMCP100,0.9852231831567326,0.9907679823306449,1.0
