,Drawdown3m_.NSEI,Drawdown3m_.NIFMDCP100,Drawdown3m_.NIFSMCP100
Drawdown3m_.NSEI,0.0009817626422171904,0.0010444092220895924,0.0015467230797608807
Drawdown3m_.NIFMDCP100,0.0010444092220895924,0.0017393629577070284,0.002444947784793438
Drawdown3m_.NIFSMCP100,0.0015467230797608807,0.002444947784793438,0.003624838859514348
