,Return12m_.NSEI,Return12m_.NIFMDCP100,Return12m_.NIFSMCP100
Return12m_.NSEI,1.0,0.9389540495765997,0.897941936530662
Return12m_.NIFMDCP100,0.9389540495765997,1.0,0.988028903024546
Return12m_.NIFSMCP100,0.897941936530662,0.988028903024546,1.0
