,SemiStd12m_.NSEI,SemiStd12m_.NIFMDCP100,SemiStd12m_.NIFSMCP100
SemiStd12m_.NSEI,1.0,0.6227644626407836,0.8290691324250086
SemiStd12m_.NIFMDCP100,0.6227644626407836,1.0,0.9309175582951086
SemiStd12m_.NIFSMCP100,0.8290691324250086,0.9309175582951086,1.0
