,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100
SemiStd6m_.NSEI,1.0,0.8628559826372032,0.5891382012166043
SemiStd6m_.NIFMDCP100,0.8628559826372032,1.0,0.8592789306977037
SemiStd6m_.NIFSMCP100,0.5891382012166043,0.8592789306977037,1.0
