,SemiStd6m_.NSEI,SemiStd6m_.NIFMDCP100,SemiStd6m_.NIFSMCP100
SemiStd6m_.NSEI,0.00010202868875531433,0.00015583185405566733,0.00013358984144238074
SemiStd6m_.NIFMDCP100,0.00015583185405566733,0.00031967858273869166,0.0003448943112249452
SemiStd6m_.NIFSMCP100,0.00013358984144238074,0.0003448943112249452,0.0005039531854723966
