Date,.SPX,.NSEI,.NIFSMCP100,.VIX,.NIFMDCP100
4/3/2013,1553.69,5672.9,3240.5,14.21,7546.35
4/4/2013,1559.98,5574.75,3172.9,13.89,7402.7
4/5/2013,1553.28,5553.25,3176.65,13.92,7422.75
4/8/2013,1563.07,5542.95,3159.3,13.19,7429.6
4/9/2013,1568.61,5495.1,3116.7,12.84,7370.65
4/10/2013,1587.73,5558.7,3138.25,12.36,7434.8
4/11/2013,1593.37,5594,3140.5,12.24,7425.55
4/12/2013,1588.85,5528.55,3129,12.06,7419.55
4/15/2013,1552.36,5568.4,3148.55,17.27,7421.45
4/16/2013,1574.57,5688.95,3176.25,13.96,7524.5
4/17/2013,1552.01,5688.7,3184.2,16.51,7541.45
4/18/2013,1541.61,5783.1,3207.8,17.56,7624.1
4/19/2013,1555.25,,,14.97,
4/22/2013,1562.5,5834.4,3244.15,14.39,7764.8
4/23/2013,1578.78,5836.9,3251.05,13.48,7734.55
4/24/2013,1578.79,,,13.61,
4/25/2013,1585.16,5916.3,3263,13.62,7777.95
4/26/2013,1582.24,5871.45,3219.55,13.61,7715.15
4/29/2013,1593.61,5904.1,3225.2,13.71,7810.4
4/30/2013,1597.57,5930.2,3224.75,13.52,7818.6
5/1/2013,1582.7,,,14.49,
5/2/2013,1597.59,5999.35,3255.95,13.59,7913.1
5/3/2013,1614.42,5944,3237.65,12.85,7897.1
5/6/2013,1617.5,5971.05,3287.05,12.66,7968.9
5/7/2013,1625.96,6043.55,3315.15,12.83,8039.65
5/8/2013,1632.69,6069.3,3347.05,12.66,8042.15
5/9/2013,1626.67,6050.15,3338.2,13.13,7983.8
5/10/2013,1633.7,6094.75,3344.55,12.59,8009.45
5/13/2013,1633.77,5980.45,3306.8,12.55,7884.95
5/14/2013,1650.34,5995.4,3294.35,12.77,7926.05
5/15/2013,1658.78,6146.75,3346,12.81,8093.65
5/16/2013,1650.47,6169.9,3358.35,13.07,8142
5/17/2013,1667.47,6187.3,3372.9,12.45,8186.65
5/20/2013,1666.29,6156.9,3358.95,13.02,8130.35
5/21/2013,1669.16,6114.1,3320.4,13.37,8057.7
5/22/2013,1655.35,6094.5,3280.7,13.82,7966.85
5/23/2013,1650.51,5967.05,3184.8,14.07,7802.05
5/24/2013,1649.6,5983.55,3201,13.99,7820.2
5/27/2013,,6083.15,3232.1,,7914.8
5/28/2013,1660.06,6111.25,3254.55,14.48,7959.15
5/29/2013,1648.36,6104.3,3240,14.83,7911.05
5/30/2013,1654.41,6124.05,3231.85,14.53,7902.05
5/31/2013,1630.74,5985.95,3155.7,16.3,7821.8
6/3/2013,1640.42,5939.3,3154.25,16.28,7815.1
6/4/2013,1631.38,5919.45,3154.4,16.27,7848.45
6/5/2013,1608.9,5923.85,3162.4,17.5,7872.85
6/6/2013,1622.56,5921.4,3169.85,16.63,7864.8
6/7/2013,1643.38,5881,3157.25,15.14,7804.3
6/10/2013,1642.81,5878,3108.8,15.44,7701.3
6/11/2013,1626.13,5788.8,3042.8,17.07,7558.35
6/12/2013,1612.52,5760.2,3013.45,18.59,7530.65
6/13/2013,1636.36,5699.1,2960.6,16.41,7386.85
6/14/2013,1626.73,5808.4,3012.9,17.15,7489.2
6/17/2013,1639.04,5850.05,3021.25,16.8,7537.45
6/18/2013,1651.81,5813.6,3030.15,16.61,7578
6/19/2013,1628.93,5822.25,3042.85,16.64,7614.5
6/20/2013,1588.19,5655.9,2972.85,20.49,7429.4
6/21/2013,1592.43,5667.65,2941.05,18.9,7319.2
6/24/2013,1573.09,5590.25,2853.35,20.11,7126.65
6/25/2013,1588.03,5609.1,2842.5,18.47,7085.95
6/26/2013,1603.26,5588.7,2813.25,17.21,7085.75
6/27/2013,1613.2,5682.35,2830.9,16.86,7138.25
6/28/2013,1606.28,5842.2,2906.85,16.86,7342.4
7/1/2013,1614.96,5898.85,2979.55,16.37,7511.1
7/2/2013,1614.08,5857.55,2964.95,16.44,7467.8
7/3/2013,1615.41,5770.9,2894.7,16.2,7311.05
7/4/2013,,5836.95,2913.95,,7359.8
7/5/2013,1631.89,5867.9,2915.7,14.89,7379.45
7/8/2013,1640.46,5811.55,2908.3,14.78,7360.3
7/9/2013,1652.32,5859,2936.8,14.35,7418.55
7/10/2013,1652.62,5816.7,2938.2,14.21,7384.1
7/11/2013,1675.02,5935.1,2965.65,14.01,7438.1
7/12/2013,1680.19,6009,2961.85,13.84,7459.7
7/15/2013,1682.5,6030.8,2985.8,13.79,7548.7
7/16/2013,1676.26,5955.25,2934.55,14.42,7453.65
7/17/2013,1680.91,5973.3,2908.35,13.78,7393
7/18/2013,1689.37,6038.05,2925.6,13.77,7468.3
7/19/2013,1692.09,6029.2,2908.45,12.54,7408.1
7/22/2013,1695.53,6031.8,2906.2,12.29,7390.5
7/23/2013,1692.39,6077.8,2907.4,12.66,7408.55
7/24/2013,1685.94,5990.5,2846.55,13.18,7267.35
7/25/2013,1690.25,5907.5,2809.8,12.97,7197.65
7/26/2013,1691.65,5886.2,2783.15,12.72,7120.9
7/29/2013,1685.33,5831.65,2739.85,13.39,7029.05
7/30/2013,1685.96,5755.05,2676.8,13.39,6858.15
7/31/2013,1685.73,5742,2652.65,13.45,6872.95
8/1/2013,1706.87,5727.85,2612.15,12.94,6777.3
8/2/2013,1709.67,5677.9,2584.4,11.98,6702.2
8/5/2013,1707.14,5685.4,2594.25,11.84,6722.2
8/6/2013,1697.37,5542.25,2525.25,12.72,6557.05
8/7/2013,1690.91,5519.1,2553.25,12.98,6640.9
8/8/2013,1697.48,5565.65,2608.6,12.73,6723.1
8/9/2013,1691.42,,,13.41,
8/12/2013,1689.47,5612.4,2677.95,12.81,6827.6
8/13/2013,1694.16,5699.3,2721.85,12.31,6930.75
8/14/2013,1685.39,5742.3,2752,13.04,6960.75
8/15/2013,1661.32,,,14.73,
8/16/2013,1655.83,5507.85,2662.3,14.37,6748.3
8/19/2013,1646.06,5414.75,2631.3,15.1,6621.15
8/20/2013,1652.35,5401.45,2632.25,14.91,6581.15
8/21/2013,1642.8,5302.55,2604.65,15.94,6485.4
8/22/2013,1656.96,5408.45,2610.8,14.76,6559.6
8/23/2013,1663.5,5471.75,2659.75,13.98,6640.55
8/26/2013,1656.78,5476.5,2662.5,14.99,6687.05
8/27/2013,1630.48,5287.45,2593.65,16.77,6526.3
8/28/2013,1634.96,5285,2570.7,16.49,6456.25
8/29/2013,1638.17,5409.05,2610.15,16.81,6550.25
8/30/2013,1632.97,5471.8,2613.3,17.01,6589.8
9/2/2013,,5550.75,2650.3,,6701.05
9/3/2013,1639.77,5341.45,2607.2,16.61,6545.65
9/4/2013,1653.08,5448.1,2631.65,15.88,6613.6
9/5/2013,1655.08,5592.95,2684.4,15.77,6724.5
9/6/2013,1655.17,5680.4,2697.1,15.85,6767.55
9/9/2013,1671.71,,,15.63,
9/10/2013,1683.99,5896.75,2746.6,14.53,6889
9/11/2013,1689.13,5913.15,2801.95,13.82,6997.55
9/12/2013,1683.42,5850.7,2795.2,14.29,6945.85
9/13/2013,1687.99,5850.6,2814.55,14.16,6996.95
9/16/2013,1697.6,5840.55,2793.4,14.38,6961.65
9/17/2013,1704.76,5850.2,2782.4,14.53,6939.9
9/18/2013,1725.52,5899.45,2799.35,13.59,6977.75
9/19/2013,1722.34,6115.55,2842.05,13.16,7180.55
9/20/2013,1709.91,6012.1,2794.8,13.12,7085.35
9/23/2013,1701.84,5889.75,2774.65,14.31,7016.85
9/24/2013,1697.42,5892.45,2772,14.08,7027.8
9/25/2013,1692.77,5873.85,2776.8,14.01,7057.3
9/26/2013,1698.67,5882.25,2774.85,14.06,7053.75
9/27/2013,1691.75,5833.2,2769.95,15.46,7052.5
9/30/2013,1681.55,5735.3,2739.2,16.6,6997.95
10/1/2013,1695,5780.05,2768.15,15.54,7037.35
10/2/2013,1693.87,,,16.6,
10/3/2013,1678.66,5909.7,2818.15,17.67,7147.9
10/4/2013,1690.5,5907.3,2837.35,16.74,7160.35
10/7/2013,1676.12,5906.15,2861.45,19.41,7209.8
10/8/2013,1655.45,5928.4,2890.85,20.34,7218.45
10/9/2013,1656.4,6007.45,2927.15,19.6,7293.4
10/10/2013,1692.56,6020.95,2952.3,16.48,7321.55
10/11/2013,1703.2,6096.2,2970.05,15.72,7323.55
10/14/2013,1710.14,6112.7,2987.4,16.07,7368.7
10/15/2013,1698.06,6089.05,2936.25,18.66,7277.4
10/16/2013,1721.54,,,14.71,
10/17/2013,1733.15,6045.85,2933.45,13.48,7245.5
10/18/2013,1744.5,6189.35,2981.4,13.04,7344.45
10/21/2013,1744.66,6204.95,3024.85,13.16,7419.95
10/22/2013,1754.67,6202.8,3060.9,13.33,7452.9
10/23/2013,1746.38,6178.35,3046.55,13.42,7441.1
10/24/2013,1752.07,6164.35,3035.85,13.2,7439.45
10/25/2013,1759.77,6144.9,3018,13.09,7366
10/28/2013,1762.11,6101.1,2979.45,13.31,7304.65
10/29/2013,1771.95,6220.9,3012.7,13.41,7415.2
10/30/2013,1763.31,6251.7,3033.1,13.65,7425.2
10/31/2013,1756.54,6299.15,3068.3,13.75,7534.8
11/1/2013,1761.64,6307.2,3122.75,13.28,7627.2
11/3/2013,,6324.95,3156.3,,7681.65
11/4/2013,1767.93,,,12.93,
11/5/2013,1762.97,6253.15,3189.2,13.27,7726.25
11/6/2013,1770.49,6215.15,3188.35,12.67,7720.2
11/7/2013,1747.15,6187.25,3140.05,13.91,7610.95
11/8/2013,1770.61,6140.75,3147,12.9,7601
11/11/2013,1771.89,6078.8,3098.35,12.53,7532.35
11/12/2013,1767.69,6018.05,3063.15,12.82,7459.95
11/13/2013,1782,5989.6,3039.9,12.52,7407.65
11/14/2013,1790.62,6056.15,3092.7,12.37,7516.35
11/15/2013,1798.18,,,12.19,
11/18/2013,1791.53,6189,3135.55,13.1,7615.8
11/19/2013,1787.87,6203.35,3156.2,13.39,7618.15
11/20/2013,1781.37,6122.9,3155.15,13.4,7570.3
11/21/2013,1795.85,5999.05,3095.85,12.66,7443.95
11/22/2013,1804.76,5995.45,3094.5,12.26,7449.4
11/25/2013,1802.48,6115.35,3139.15,12.79,7563.95
11/26/2013,1802.75,6059.1,3116.7,12.81,7529
11/27/2013,1807.23,6057.1,3121.4,12.98,7529.45
11/28/2013,,6091.85,3146.8,,7597.2
11/29/2013,1805.81,6176.1,3183.9,13.7,7682.4
12/2/2013,1800.9,6217.85,3220.2,14.23,7735
12/3/2013,1795.15,6201.85,3223.9,14.55,7738.7
12/4/2013,1792.81,6160.95,3207.05,14.7,7664.3
12/5/2013,1785.03,6241.1,3230.55,15.08,7725.45
12/6/2013,1805.09,6259.9,3249.35,13.79,7766.45
12/9/2013,1808.37,6363.9,3262.35,13.49,7843.7
12/10/2013,1802.62,6332.85,3226.3,13.91,7800.9
12/11/2013,1782.22,6307.9,3219.75,15.42,7755.8
12/12/2013,1775.5,6237.05,3204.5,15.54,7711.5
12/13/2013,1775.32,6168.4,3161.15,15.76,7605
12/16/2013,1786.54,6154.7,3168.1,16.03,7637.05
12/17/2013,1781,6139.05,3166.8,16.21,7626.8
12/18/2013,1810.65,6217.15,3208.25,13.8,7739.4
12/19/2013,1809.6,6166.65,3205.4,14.15,7709.75
12/20/2013,1818.32,6274.25,3283.8,13.79,7838.95
12/23/2013,1827.99,6284.5,3327.75,13.04,7923.1
12/24/2013,1833.32,6268.4,3356.45,12.48,7965.3
12/26/2013,1842.02,6278.9,3392.75,12.33,7981.45
12/27/2013,1841.4,6313.8,3393.35,12.46,8034.85
12/27/2013,1841.4,6313.8,3393.35,12.46,8034.85
12/30/2013,1841.07,6291.1,3387.05,13.56,8010.55
12/31/2013,1848.36,6304,3402.9,13.72,8071.3
1/1/2014,,6301.65,3461.6,,8114
1/2/2014,1831.98,6221.15,3375.3,14.23,7941.4
1/3/2014,1831.37,6211.15,3409.05,13.76,7964.65
1/6/2014,1826.77,6191.45,3435.2,13.55,7984.65
1/7/2014,1837.88,6162.25,3419.15,12.92,7910.35
1/8/2014,1837.49,6174.6,3430.75,12.87,7952
1/9/2014,1838.13,6168.35,3394.45,12.89,7891.15
1/10/2014,1842.37,6171.45,3373.55,12.14,7814
1/13/2014,1819.2,6272.75,3384.2,13.28,7800.25
1/14/2014,1838.88,6241.85,3382.15,12.28,7803.65
1/15/2014,1848.38,6320.9,3389.7,12.28,7849.35
1/16/2014,1845.89,6318.9,3371.5,12.53,7816.1
1/17/2014,1838.7,6261.65,3298.7,12.44,7727.5
1/20/2014,,6303.95,3343.65,,7804.65
1/21/2014,1843.8,6313.8,3362.55,12.87,7822.15
1/22/2014,1844.86,6338.95,3382.7,12.84,7830.2
1/23/2014,1828.46,6345.65,3358.05,13.77,7800.1
1/24/2014,1790.29,6266.75,3287,18.14,7660.45
1/27/2014,1781.56,6135.85,3171.4,17.42,7441.6
1/28/2014,1792.5,6126.25,3177.6,15.8,7435.1
1/29/2014,1774.2,6120.25,3178.1,17.35,7474.1
1/30/2014,1794.19,6073.7,3127.95,17.29,7371.55
1/31/2014,1782.59,6089.5,3188.2,18.41,7540
2/3/2014,1741.89,6001.8,3152.1,21.44,7454.5
2/4/2014,1755.2,6000.9,3168.4,19.11,7483.95
2/5/2014,1751.64,6022.4,3187.35,19.95,7526.65
2/6/2014,1773.43,6036.3,3175.95,17.23,7550.75
2/7/2014,1797.02,6063.2,3196.35,15.29,7603.8
2/10/2014,1799.84,6053.45,3196.9,15.26,7577.3
2/11/2014,1819.75,6062.7,3207,14.51,7581.8
2/12/2014,1819.26,6084,3207.15,14.3,7581.4
2/13/2014,1829.83,6001.1,3154.45,14.14,7485
2/14/2014,1838.63,6048.35,3151.3,13.57,7503.9
2/17/2014,,6073.3,3146.5,,7509.15
2/18/2014,1840.76,6127.1,3191.2,13.87,7573.55
2/19/2014,1828.75,6152.75,3219.5,15.5,7616.6
2/20/2014,1839.78,6091.45,3208.3,14.79,7603.85
2/21/2014,1836.25,6155.45,3231,14.68,7663.7
2/24/2014,1847.61,6186.1,3244.45,14.23,7690.85
2/25/2014,1845.12,6200.05,3258.55,13.67,7697.2
2/26/2014,1845.16,6238.8,3269.3,14.35,7711.55
2/27/2014,1854.29,,,14.04,
2/28/2014,1859.45,6276.95,3276.6,14,7805.25
3/3/2014,1845.73,6221.45,3269.6,16,7775.2
3/4/2014,1873.91,6297.95,3313.75,14.1,7873.65
3/5/2014,1873.81,6328.65,3348.5,13.89,7985.55
3/6/2014,1877.03,6401.15,3412.95,14.21,8097.35
3/7/2014,1878.04,6526.65,3427.15,14.11,8126.15
3/10/2014,1877.17,6537.25,3444.15,14.2,8166.4
3/11/2014,1867.63,6511.9,3451.55,14.8,8143.3
3/12/2014,1868.2,6516.9,3445.15,14.47,8114.15
3/13/2014,1846.34,6493.1,3408,16.22,8055.85
3/14/2014,1841.13,6504.2,3394.15,17.82,8054.1
3/17/2014,1858.83,,,15.64,
3/18/2014,1872.25,6516.65,3432.7,14.52,8156.55
3/19/2014,1860.77,6524.05,3445.2,15.12,8169.9
3/20/2014,1872.01,6483.1,3436.75,14.52,8108.6
3/21/2014,1866.52,6493.2,3471.95,15,8159.9
3/24/2014,1857.44,6583.5,3498.6,15.09,8216.65
3/25/2014,1865.62,6589.75,3516.4,14.02,8282.55
3/26/2014,1852.56,6601.4,3529.75,14.93,8329.15
3/27/2014,1849.04,6641.75,3557.4,14.62,8355.95
3/27/2014,1849.04,6641.75,3557.4,14.62,8355.95
3/28/2014,1857.62,6695.9,3631.35,14.41,8515.15
3/31/2014,1872.34,6704.2,3692.95,13.88,8612.45
4/1/2014,1885.52,6721.05,3706.6,13.1,8587.3
4/2/2014,1890.9,6752.55,3796.25,13.09,8713.1
4/3/2014,1888.77,6736.1,3790.85,13.37,8644.8
4/4/2014,1865.09,6694.35,3836.8,13.96,8640.85
4/7/2014,1845.04,6695.05,3839.05,15.57,8616.95
4/8/2014,1851.96,,,14.89,
4/9/2014,1872.18,6796.2,3932.4,13.82,8751.15
4/10/2014,1833.08,6796.4,3968.55,15.89,8860.25
4/11/2014,1815.69,6776.3,4001.55,17.03,8854.4
4/14/2014,1830.61,,,16.11,
4/15/2014,1842.98,6733.1,3959.75,15.61,8778.65
4/16/2014,1862.31,6675.3,3890.8,14.18,8706
4/17/2014,1864.85,6779.4,3961,13.36,8833.4
4/21/2014,1871.89,6817.65,4004.5,13.25,8907.35
4/22/2014,1879.55,6815.35,3992.8,13.19,8903.8
4/23/2014,1875.39,6840.8,3999.35,13.27,8902.2
4/24/2014,1878.61,,,13.32,
4/25/2014,1863.4,6782.75,3986.7,14.06,8892.2
4/28/2014,1869.43,6761.25,4003.65,13.97,8956.6
4/29/2014,1878.33,6715.25,3999.25,13.71,8899.6
4/30/2014,1883.95,6696.4,3933.55,13.41,8783.65
5/1/2014,1883.68,,,13.25,
5/2/2014,1881.14,6694.8,3943.7,12.91,8825.05
5/5/2014,1884.66,6699.35,3924.95,13.29,8824.35
5/6/2014,1867.72,6715.3,3934.35,13.8,8840.6
5/7/2014,1878.21,6652.55,3911.05,13.4,8819.45
5/8/2014,1875.63,6659.85,3900.05,13.43,8798.8
5/9/2014,1878.48,6858.8,3981.75,12.92,8964.2
5/12/2014,1896.65,7014.25,4016.65,12.23,9052.65
5/13/2014,1897.45,7108.75,4123.2,12.13,9239.8
5/14/2014,1888.53,7108.75,4199.25,12.17,9389.7
5/15/2014,1870.85,7123.15,4144.5,13.17,9296.1
5/16/2014,1877.86,7203,4249.15,12.44,9487.5
5/19/2014,1885.08,7263.55,4530.6,12.42,9908.4
5/20/2014,1872.83,7275.5,4657.65,12.96,10002.7
5/21/2014,1888.03,7252.9,4734.65,11.91,10076.95
5/22/2014,1892.49,7276.4,4876.85,12.03,10252.05
5/23/2014,1900.53,7367.1,5000.25,11.36,10459.3
5/26/2014,,7359.05,4850.85,,10250.8
5/27/2014,1911.91,7318,4817.4,11.51,10144.55
5/28/2014,1909.78,7329.65,4850.3,11.68,10208.25
5/29/2014,1920.03,7235.65,4814.15,11.57,10112.3
5/30/2014,1923.57,7229.95,4814.05,11.4,10141.05
6/2/2014,1924.97,7362.5,4960.75,11.58,10366.6
6/3/2014,1924.24,7415.85,5007.55,11.87,10457.4
6/4/2014,1927.88,7402.25,5133.15,12.08,10620.5
6/5/2014,1940.46,7474.1,5214.2,11.68,10772.15
6/6/2014,1949.44,7583.4,5321.85,10.73,10952.35
6/9/2014,1951.27,7654.6,5464.85,11.15,11075.85
6/10/2014,1950.79,7656.4,5445,10.99,11017
6/11/2014,1943.89,7626.85,5359.55,11.6,10884.7
6/12/2014,1930.11,7649.9,5332.85,12.56,10938
6/13/2014,1936.16,7542.1,5138.65,12.18,10648.6
6/16/2014,1937.78,7533.55,5159.3,12.65,10687.2
6/17/2014,1941.99,7631.7,5259.5,12.06,10821.7
6/18/2014,1956.98,7558.2,5219.2,10.61,10722.6
6/19/2014,1959.48,7540.7,5185.8,10.62,10646.7
6/20/2014,1962.87,7511.45,5109.6,10.85,10574.55
6/23/2014,1962.61,7493.35,5158.2,10.98,10647.85
6/24/2014,1949.98,7580.2,5268.05,12.13,10820.8
6/25/2014,1959.53,7569.25,5296.45,11.59,10869.25
6/25/2014,1959.53,7569.25,5296.45,11.59,10869.25
6/26/2014,1957.22,7493.2,5266.85,11.63,10812.7
6/27/2014,1960.96,7508.8,5288.1,11.26,10858.15
6/30/2014,1960.23,7611.35,5389.4,11.57,11096.9
7/1/2014,1973.32,7634.7,5428.15,11.15,11168
7/2/2014,1974.62,7725.15,5502.5,10.82,11345.65
7/3/2014,1985.44,7714.8,5472.1,10.32,11359.75
7/4/2014,,7751.6,5517.6,,11421.35
7/7/2014,1977.65,7787.15,5505.55,11.33,11449.1
7/8/2014,1963.71,7623.2,5228.1,11.98,10952.35
7/9/2014,1972.83,7585,5102.9,11.65,10780.25
7/10/2014,1964.68,7567.75,5176.05,12.59,10845.6
7/11/2014,1967.57,7459.6,4986,12.08,10495.6
7/14/2014,1977.1,7454.15,4964.2,11.82,10520.55
7/15/2014,1973.28,7526.65,5062.5,11.96,10759.25
7/16/2014,1981.57,7624.4,5152.25,11,10916.75
7/17/2014,1958.12,7640.45,5228.8,14.54,11048.7
7/18/2014,1978.22,7663.9,5220.3,12.06,10998.4
7/21/2014,1973.63,7684.2,5241.8,12.81,10987.2
7/22/2014,1983.53,7767.85,5232.4,12.24,10995.5
7/23/2014,1987.01,7795.75,5198.45,11.52,10949.85
7/24/2014,1987.98,7830.6,5181.45,11.84,10928.5
7/25/2014,1978.34,7790.45,5081.3,12.69,10788.35
7/28/2014,1978.91,7748.7,5036.95,12.56,10753.6
7/29/2014,1969.95,,,13.28,
7/30/2014,1970.07,7791.4,5058.85,13.33,10823.55
7/31/2014,1930.67,7721.3,5060.65,16.95,10838.2
8/1/2014,1925.15,7602.6,4984.2,17.03,10763.35
8/4/2014,1938.99,7683.65,5042.8,15.12,10876.95
8/5/2014,1920.21,7746.55,5119.1,16.87,10950.6
8/6/2014,1920.24,7672.05,5068.05,16.37,10881
8/7/2014,1909.57,7649.25,5031.85,16.66,10829.95
8/8/2014,1931.59,7568.55,4897.25,15.77,10644.85
8/11/2014,1936.92,7625.95,4918.15,14.23,10745.1
8/12/2014,1933.75,7727.05,4961,14.13,10819.1
8/13/2014,1946.72,7739.55,4795.15,12.9,10703.8
8/14/2014,1955.18,7791.7,4861.65,12.42,10809.85
8/15/2014,1955.06,,,13.15,
8/18/2014,1971.74,7874.25,4998.85,12.32,10988.25
8/19/2014,1981.6,7897.5,5069.85,12.21,11100.1
8/20/2014,1986.51,7875.3,5078.3,11.78,11135.05
8/21/2014,1992.37,7891.1,5066.1,11.76,11181.8
8/22/2014,1988.4,7913.2,5062.1,11.47,11202.45
8/25/2014,1997.92,7906.3,5018.55,11.7,11101.75
8/26/2014,2000.02,7904.75,4990.05,11.63,11122.95
8/27/2014,2000.12,7936.05,5026.4,11.78,11159.75
8/28/2014,1996.74,7954.35,5005.15,12.05,11114.05
8/29/2014,2003.37,,,11.98,
9/1/2014,,8027.7,5092.95,,11334.9
9/2/2014,2002.28,8083.05,5134.4,12.25,11397.35
9/3/2014,2000.72,8114.6,5150,12.36,11509.55
9/4/2014,1997.65,8095.95,5108.7,12.64,11535.7
9/5/2014,2007.71,8086.85,5119.1,12.09,11568.15
9/8/2014,2001.54,8173.9,5197.55,12.66,11726.05
9/9/2014,1988.44,8152.95,5217.05,13.5,11777.3
9/10/2014,1995.69,8094.1,5234.85,12.88,11752.8
9/11/2014,1997.45,8085.7,5301.55,12.8,11866.95
9/12/2014,1985.54,8105.5,5299.85,13.31,11916.3
9/15/2014,1984.13,8042,5330.1,14.12,11944.75
9/16/2014,1998.98,7932.9,5127.5,12.73,11503.55
9/17/2014,2001.57,7975.5,5130.1,12.65,11576.45
9/18/2014,2011.36,8114.75,5255.1,12.03,11803.05
9/19/2014,2010.4,8121.45,5253.6,12.11,11731.75
9/22/2014,1994.29,8146.3,5240.3,13.69,11703.35
9/23/2014,1982.77,8017.55,5103.15,14.93,11481.1
9/23/2014,1982.77,8017.55,5103.15,14.93,11481.1
9/24/2014,1998.3,8002.4,4979.7,13.27,11397.85
9/25/2014,1965.99,7911.85,4812.1,15.64,11174.45
9/26/2014,1982.85,7968.85,4860.5,14.85,11296.6
9/29/2014,1977.8,7958.9,4948.95,15.98,11394.15
9/30/2014,1972.29,7964.8,4943.35,16.31,11418.3
10/1/2014,1946.16,7945.55,4927.2,16.71,11373.25
10/2/2014,1946.17,,,16.16,
10/3/2014,1967.9,,,14.55,
10/6/2014,1964.82,,,15.46,
10/7/2014,1935.1,7852.4,4893,17.2,11246.9
10/8/2014,1968.89,7842.7,4881.15,15.11,11226.35
10/9/2014,1928.21,7960.55,4978,18.76,11407.9
10/10/2014,1906.13,7859.95,4912.95,21.24,11230.8
10/13/2014,1874.74,7884.25,4938.75,24.64,11284.6
10/14/2014,1877.7,7864,4934.25,22.79,11269.7
10/15/2014,1862.49,,,26.25,
10/16/2014,1862.76,7748.2,4791.8,25.2,10983.7
10/17/2014,1886.76,7779.7,4805.75,21.99,11070.75
10/20/2014,1904.01,7879.4,4852.1,18.57,11230.45
10/21/2014,1941.28,7927.75,4891.1,16.08,11319.75
10/22/2014,1927.11,7995.9,4941.7,17.87,11432.8
10/23/2014,1950.82,8014.55,4997.35,16.53,11522.9
10/24/2014,1964.58,,,16.11,
10/27/2014,1961.63,7991.7,4961.95,16.04,11475.15
10/28/2014,1985.05,8027.6,4989.55,14.39,11536.95
10/29/2014,1982.3,8090.45,5031.55,15.15,11590
10/30/2014,1994.65,8169.2,5062.5,14.52,11656.9
10/31/2014,2018.05,8322.2,5146.2,14.03,11841.1
11/3/2014,2017.81,8324.15,5220.2,14.73,11958.3
11/4/2014,2012.1,,,14.89,
11/5/2014,2023.57,8338.3,5219.3,14.17,11977.25
11/6/2014,2031.21,,,13.67,
11/7/2014,2031.92,8337,5207.4,13.12,11995.8
11/10/2014,2038.26,8344.25,5214.2,12.67,12000.1
11/11/2014,2039.68,8362.65,5252.1,12.92,12090.55
11/12/2014,2038.25,8383.3,5226.45,13.02,12167.35
11/13/2014,2039.33,8357.85,5224,13.79,12089.7
11/14/2014,2039.82,8389.9,5258.05,13.31,12198.6
11/17/2014,2041.32,8430.75,5315.4,13.99,12268.75
11/18/2014,2051.8,8425.9,5337.7,13.86,12348.35
11/19/2014,2048.72,8382.3,5286.75,13.96,12259.1
11/20/2014,2052.75,8401.9,5263,13.58,12254.05
11/21/2014,2063.5,8477.35,5229.9,12.9,12253.95
11/24/2014,2069.41,8530.15,5211.8,12.62,12297.9
11/25/2014,2067.03,8463.1,5099.9,12.25,12124.35
11/26/2014,2072.83,8475.75,5139.5,12.07,12180.45
11/27/2014,,8494.2,5155.25,,12248.3
11/28/2014,2067.56,8588.25,5188.15,13.33,12389.25
12/1/2014,2053.44,8555.9,5139.75,14.29,12360.15
12/2/2014,2066.55,8524.7,5212.2,12.85,12482.4
12/3/2014,2074.33,8537.65,5302.35,12.47,12672.85
12/4/2014,2071.92,8564.4,5344.2,12.38,12736.7
12/5/2014,2075.37,8538.3,5344.5,11.82,12667.8
12/8/2014,2060.31,8438.25,5276.1,14.21,12528.7
12/9/2014,2059.82,8340.7,5187.2,14.89,12324.45
12/10/2014,2026.14,8355.65,5248.95,18.53,12439.4
12/11/2014,2035.33,8292.9,5232.8,20.08,12330.05
12/12/2014,2002.33,8224.1,5134.3,21.08,12191.3
12/15/2014,1989.63,8219.6,5114.75,20.42,12133.55
12/16/2014,1972.74,8067.6,4927.35,23.57,11825.55
12/17/2014,2012.89,8029.8,4854.7,19.44,11777.8
12/18/2014,2061.23,8159.3,5012.4,16.81,12126
12/19/2014,2070.65,8225.2,5015.9,16.49,12197.3
12/22/2014,2078.54,8324,5069.45,15.25,12301.15
12/22/2014,2078.54,8324,5069.45,15.25,12301.15
12/23/2014,2082.17,8267,5059.65,14.8,12228.8
12/24/2014,2081.88,8174.1,5074.3,14.37,12240.1
12/26/2014,2088.77,8200.7,5115.5,14.5,12304.15
12/29/2014,2090.57,8246.3,5160.9,15.06,12410.25
12/30/2014,2080.35,8248.25,5211.25,15.92,12470.95
12/31/2014,2058.9,8282.7,5272.9,19.2,12583.85
1/1/2015,,8284,5339.1,,12618.3
1/2/2015,2058.2,8395.45,5359.55,17.79,12699.8
1/5/2015,2020.58,8378.4,5357.3,19.92,12710.7
1/6/2015,2002.61,8127.35,5167.15,21.12,12325.7
1/7/2015,2025.9,8102.1,5174.45,19.31,12360.9
1/8/2015,2062.14,8234.6,5269.9,17.01,12575.9
1/9/2015,2044.81,8284.5,5276.8,17.55,12583.25
1/12/2015,2028.26,8323,5337.15,19.6,12642.55
1/13/2015,2023.03,8299.4,5320.15,20.56,12643.95
