Date,.SPX,.NSEI,.NIFSMCP100,.VIX,.NIFMDCP100
12/29/1995,615.93,,,,
1/1/1996,,908.01,,44.28,
1/2/1996,620.73,900.38,,12.19,
1/3/1996,621.32,895.96,,12.1,
1/4/1996,617.7,889.67,,13.78,
1/5/1996,616.71,884.73,,13.58,
1/8/1996,618.46,869.7,,13.11,
1/9/1996,609.45,869.12,,15.21,
1/10/1996,598.48,863.8,,16.4,
1/11/1996,602.69,873.27,,14.69,
1/12/1996,601.81,875.15,,14.23,
1/15/1996,599.82,871.32,,14.99,
1/16/1996,608.44,868.52,,14.09,
1/17/1996,606.37,857.11,,14.25,
1/18/1996,608.24,848.83,,13.58,
1/19/1996,611.83,843.99,,12.7,
1/22/1996,613.4,844.31,,13.34,
1/23/1996,612.79,832.9,,13.56,
1/24/1996,619.96,818.69,,12.54,
1/25/1996,617.03,814.92,,12.94,
1/26/1996,621.62,,,12,
1/29/1996,624.22,830.88,,12.19,
1/30/1996,630.15,846.57,,12.42,
1/31/1996,636.02,848.42,,12.53,
2/1/1996,638.46,869.54,,12.65,
2/2/1996,635.84,918.31,,13.23,
2/5/1996,641.43,943.08,,13.46,
2/6/1996,646.33,925.71,,14.59,
2/7/1996,649.93,932.02,,14.11,
2/8/1996,656.07,980.27,,13.89,
2/9/1996,656.37,1033.02,,14.63,
2/12/1996,661.45,1018.51,,14.69,
2/13/1996,660.51,1027.36,,14.94,
2/14/1996,655.58,1051.99,,15.59,
2/15/1996,651.32,1046.24,,16.13,
2/16/1996,647.98,1023.08,,15.37,
2/19/1996,,1021.38,,28.09,
2/20/1996,640.65,1000.13,,16.8,
2/21/1996,648.1,,,14.47,
2/22/1996,658.86,1024.91,,14.56,
2/23/1996,659.08,1028.84,,14.78,
2/26/1996,650.46,1034.73,,16.38,
2/27/1996,647.24,1027.45,,16.63,
2/28/1996,644.75,1027.39,,16.72,
2/29/1996,640.43,992.51,,17.04,
3/1/1996,644.37,999.47,,16.72,
3/4/1996,650.81,998.84,,16.67,
3/5/1996,655.79,,,16.1,
3/6/1996,652,1002.91,,16.56,
3/7/1996,653.65,998.45,,16.49,
3/8/1996,633.5,988.62,,20.7,
3/11/1996,640.02,975.26,,19.4,
3/12/1996,637.09,976.22,,19.09,
3/13/1996,638.55,992.14,,18.13,
3/14/1996,640.87,991.14,,16.93,
3/15/1996,641.43,981.87,,16.54,
3/18/1996,652.65,962.09,,17.31,
3/19/1996,651.69,947.09,,18.35,
3/20/1996,649.98,,,18.66,
3/21/1996,649.19,965.57,,17.74,
3/22/1996,650.62,956.11,,17.05,
3/25/1996,650.04,953.98,,17.84,
3/26/1996,652.97,957.14,,17.8,
3/27/1996,648.91,974.17,,17.89,
3/28/1996,648.94,997.32,,18.16,
3/29/1996,645.5,985.3,,18.88,
4/1/1996,653.73,994.8,,17.9,
4/2/1996,655.26,1003.28,,16.45,
4/3/1996,655.88,1013.47,,16.33,
4/4/1996,655.86,1010.94,,16.18,
4/5/1996,,,,29.24,
4/8/1996,644.24,1032.13,,18.72,
4/9/1996,642.19,1029.07,,17.32,
4/10/1996,633.5,1029.28,,20.22,
4/11/1996,631.18,1025.18,,19.65,
4/12/1996,636.71,1032.19,,17.38,
4/15/1996,642.49,1046.45,,16.83,
4/16/1996,645,1058.71,,16.45,
4/17/1996,641.61,1096.28,,17.07,
4/18/1996,643.61,1121.68,,16.41,
4/19/1996,645.07,1131.74,,15.12,
4/22/1996,647.89,1106.93,,15.38,
4/23/1996,651.58,1095.82,,15.01,
4/24/1996,650.17,1145.11,,14.91,
4/25/1996,652.87,1120.82,,14.72,
4/26/1996,653.46,1123.63,,14.75,
4/29/1996,654.16,1118.37,,15.45,
4/30/1996,654.17,1114.36,,15.83,
5/1/1996,654.58,1137.86,,16.07,
5/2/1996,643.38,1132.05,,18.62,
5/3/1996,641.63,1119.48,,16.7,
5/6/1996,640.81,1088.22,,16.92,
5/7/1996,638.26,1093.09,,16.87,
5/8/1996,644.77,1108.53,,15.78,
5/9/1996,645.44,1090.53,,16.99,
5/10/1996,652.09,1078.63,,15.61,
5/13/1996,661.51,1088.1,,15.16,
5/14/1996,665.6,1105.47,,14.9,
5/15/1996,665.42,1115.97,,15.59,
5/16/1996,664.85,1128.59,,15.71,
5/17/1996,668.91,1115.54,,15.13,
5/20/1996,673.15,1083.67,,15.8,
5/21/1996,672.76,1074.86,,16,
5/22/1996,678.42,1081.13,,15.5,
5/23/1996,676,1076.71,,16.17,
5/24/1996,678.51,1085.03,,15.54,
5/27/1996,,1065.29,,22.06,
5/28/1996,672.23,1063.36,,16.92,
5/29/1996,667.93,1096.76,,17.15,
5/30/1996,671.7,1082.84,,16.02,
5/31/1996,669.12,1089.92,,16.07,
6/3/1996,667.68,1108.87,,16.86,
6/4/1996,672.56,1105.64,,16.18,
6/5/1996,678.44,1113.14,,16.04,
6/6/1996,673.03,1129.82,,16.84,
6/7/1996,673.31,1133.44,,16.1,
6/10/1996,672.16,1141.35,,16.78,
6/11/1996,670.97,1143.06,,16.68,
6/12/1996,669.04,1163.87,,17,
6/13/1996,667.92,1168.4,,17.12,
6/14/1996,665.85,1196.06,,18.64,
6/17/1996,665.16,1185.37,,17.46,
6/18/1996,662.06,1181.95,,17.45,
6/19/1996,661.96,1168.03,,17.54,
6/20/1996,662.1,1169.48,,16.97,
6/21/1996,666.84,1157.42,,15.8,
6/24/1996,668.85,1146.78,,15.91,
6/25/1996,668.48,1127.78,,15.43,
6/26/1996,664.39,1119.85,,15.23,
6/27/1996,668.55,1127,,14.19,
6/28/1996,670.63,1122,,13.68,
7/1/1996,675.88,1109,,13.78,
7/2/1996,673.61,1100,,14.19,
7/3/1996,672.4,1080,,14.21,
7/4/1996,,1088,,27.57,
7/5/1996,657.44,1093,,16.09,
7/8/1996,652.54,1103.47,,16.42,
7/9/1996,654.75,1088.76,,15.49,
7/10/1996,656.06,1086.62,,15.51,
7/11/1996,645.67,1097.44,,17.81,
7/12/1996,646.19,1089.35,,17.09,
7/15/1996,629.8,1093.38,,20.11,
7/16/1996,628.37,1083.47,,20.1,
7/17/1996,634.07,1108.58,,19.22,
7/18/1996,643.56,1118.68,,17.93,
7/19/1996,638.73,1119.27,,17.26,
7/22/1996,633.77,1121.37,,20.41,
7/23/1996,626.87,1092.14,,21.55,
7/24/1996,626.65,1069.43,,21.44,
7/25/1996,631.17,1062.68,,19.39,
7/26/1996,635.9,1051.24,,17.45,
7/29/1996,630.91,1033.97,,20.09,
7/30/1996,635.26,1014.91,,20.53,
7/31/1996,639.95,1042.81,,19.46,
8/1/1996,650.02,1036.63,,18.76,
8/2/1996,662.49,1032.94,,16.19,
8/5/1996,660.23,1032.29,,17.36,
8/6/1996,662.38,1035.51,,16.93,
8/7/1996,664.16,1048.59,,16.24,
8/8/1996,662.59,1039.24,,16.04,
8/9/1996,662.1,1037.91,,15.77,
8/12/1996,665.77,1032.17,,15.57,
8/13/1996,660.2,1024.43,,16.41,
8/14/1996,662.05,1018.48,,15.96,
8/15/1996,662.28,,,15.46,
8/16/1996,665.21,1002.25,,14.81,
8/19/1996,666.58,975.66,,15.27,
8/20/1996,665.69,977.34,,14.73,
8/21/1996,665.07,999.19,,14.52,
8/22/1996,670.68,1002.17,,13.71,
8/23/1996,667.03,1012.71,,14.18,
8/26/1996,663.88,1009.04,,15.38,
8/27/1996,666.4,1014.68,,15.11,
8/28/1996,664.81,1027.09,,15.1,
8/29/1996,657.4,1025.86,,16.22,
8/30/1996,651.99,1029,,17.01,
9/2/1996,,1036.95,,22.95,
9/3/1996,654.72,1023.27,,18.47,
9/4/1996,655.61,1026.41,,18.64,
9/5/1996,649.44,1037.47,,20.51,
9/6/1996,655.68,1032.09,,17.1,
9/9/1996,663.76,1013.88,,16.36,
9/10/1996,663.81,1001.15,,16.25,
9/11/1996,667.28,991.34,,16.06,
9/12/1996,671.15,989.28,,15.97,
9/13/1996,680.54,980.72,,15.2,
9/16/1996,683.98,962.27,,15.43,
9/17/1996,682.94,971.21,,15.74,
9/18/1996,681.47,994.43,,15.86,
9/19/1996,683,977.76,,16.03,
9/20/1996,687.03,977.03,,15.65,
9/23/1996,686.48,968.84,,16.46,
9/24/1996,685.61,968.91,,16.45,
9/25/1996,685.83,971.29,,16.22,
9/26/1996,685.86,959.31,,16.11,
9/27/1996,686.19,947.23,,16.1,
9/27/1996,686.19,947.23,,16.1,
9/30/1996,687.31,943.96,,16.95,
10/1/1996,689.08,936.27,,17.05,
10/2/1996,694.01,,,16.78,
10/3/1996,692.78,924.92,,16.77,
10/4/1996,701.46,904.12,,14.8,
10/7/1996,703.34,874,,15.11,
10/8/1996,700.64,873.9,,15.58,
10/9/1996,696.74,874.72,,16.09,
10/10/1996,694.61,898.42,,16.26,
10/11/1996,700.66,908.79,,15.07,
10/14/1996,703.54,892.05,,15.13,
10/15/1996,702.57,897.77,,15.83,
10/16/1996,704.41,892.77,,15.6,
10/17/1996,706.99,892.07,,15.41,
10/18/1996,710.82,895,,15.08,
10/21/1996,709.85,,,15.98,
10/22/1996,706.57,919.09,,16.4,
10/23/1996,707.27,951.29,,16.45,
10/24/1996,702.29,932.77,,16.89,
10/25/1996,700.92,936.95,,17.29,
10/28/1996,697.26,935.89,,18.34,
10/29/1996,701.5,926.39,,18.28,
10/30/1996,700.9,,,18.48,
10/31/1996,705.27,909.29,,18.11,
11/1/1996,703.77,906.68,,17.89,
11/4/1996,706.73,890.13,,18.04,
11/5/1996,714.14,881.57,,17.65,
11/6/1996,724.59,866.57,,16.97,
11/7/1996,727.65,874.89,,17.21,
11/8/1996,730.82,884.64,,15.78,
11/11/1996,731.87,891.27,,14.04,
11/12/1996,729.56,,,15.36,
11/13/1996,731.13,896.84,,14.89,
11/14/1996,735.88,889.39,,13.79,
11/15/1996,737.62,894.31,,14.36,
11/18/1996,737.02,904.05,,15.12,
11/19/1996,742.16,897.58,,15.23,
11/20/1996,743.95,876.61,,15.94,
11/21/1996,742.75,869.82,,15.77,
11/22/1996,748.73,850.33,,14.92,
11/25/1996,757.03,852.26,,15.91,
11/26/1996,755.96,855.48,,16.97,
11/27/1996,755,829.08,,16.96,
11/28/1996,,825.47,,21.12,
11/29/1996,757.02,830.32,,17.14,
12/2/1996,756.56,820.25,,17.93,
12/3/1996,748.28,809.43,,18.68,
12/4/1996,745.1,788.15,,17.93,
12/5/1996,744.38,802.23,,18.14,
12/6/1996,739.6,808.19,,18.82,
12/9/1996,749.81,808.69,,17.75,
12/10/1996,747.54,803.2,,17.88,
12/11/1996,740.73,837.07,,19.68,
12/12/1996,729.33,827.25,,20.45,
12/13/1996,728.64,824.62,,21.09,
12/16/1996,720.98,847.27,,21.99,
12/17/1996,726.04,850.74,,20.77,
12/18/1996,731.54,860.4,,19.42,
12/19/1996,745.76,860.58,,18.77,
12/20/1996,748.87,884.38,,18.85,
12/23/1996,746.92,882,,19.5,
12/24/1996,751.03,884.05,,18.68,
12/25/1996,,,,23.12,
12/26/1996,755.82,911.8,,18.59,
12/26/1996,755.82,911.8,,18.59,
12/27/1996,756.79,,,19.13,
12/30/1996,753.85,,,19.51,
12/31/1996,740.74,899.1,,20.92,
1/1/1997,,939.55,,24.42,
1/2/1997,737.01,927.05,,21.14,
1/3/1997,748.03,931.65,,19.13,
1/6/1997,747.65,927.8,,19.89,
1/7/1997,753.23,928.8,,19.35,
1/8/1997,748.41,946.7,,20.24,
1/9/1997,754.85,956.6,,20.91,
1/10/1997,759.5,980.35,,19.63,
1/13/1997,759.51,980.7,,19.84,
1/14/1997,768.86,989.3,,19.27,
1/15/1997,767.2,1041.8,,19.4,
1/16/1997,769.75,1009.4,,19.61,
1/17/1997,776.17,1001.75,,18.63,
1/20/1997,776.7,977,,18.6,
1/21/1997,782.72,960.5,,17.81,
1/22/1997,786.23,987.1,,17.09,
1/23/1997,777.56,,,18.47,
1/24/1997,770.52,985.9,,19.33,
1/27/1997,765.02,1009.15,,20.16,
1/28/1997,765.02,1021.8,,20.74,
1/29/1997,772.5,1017.2,,20.23,
1/30/1997,784.17,1000,,19.47,
1/31/1997,786.16,972.65,,20.82,
2/3/1997,786.73,948.2,,19.58,
2/4/1997,789.26,958.3,,19.43,
2/5/1997,778.28,962.5,,21.06,
2/6/1997,780.15,967.75,,20.16,
2/7/1997,789.56,978.8,,18.9,
2/10/1997,785.43,981.45,,20.65,
2/11/1997,789.59,992.75,,19.97,
2/12/1997,802.77,1001,,19.48,
2/13/1997,811.82,1002.15,,19.23,
2/14/1997,808.48,1009.45,,19.18,
2/17/1997,,1020.1,,27.02,
2/18/1997,816.29,1000.75,,19.7,
2/19/1997,812.49,1011.85,,20.61,
2/20/1997,802.8,1003.1,,21.41,
2/21/1997,801.77,991.55,,20.55,
2/24/1997,810.28,964.75,,19.84,
2/25/1997,812.1,966.1,,19.98,
2/26/1997,805.68,968.85,,20.74,
2/27/1997,795.07,992.75,,21.08,
2/28/1997,790.82,998.65,,21.1,
3/3/1997,795.31,1107.7,,20.89,
3/4/1997,790.95,1117.3,,20.62,
3/5/1997,801.99,1132.9,,19.49,
3/6/1997,798.56,1127.25,,20.48,
3/7/1997,804.97,,,19.32,
3/10/1997,813.65,1078.7,,19,
3/11/1997,811.34,1052,,19.25,
3/12/1997,804.26,1074.2,,19.61,
3/13/1997,789.56,1066.5,,19.79,
3/14/1997,793.17,1070.1,,19.81,
3/17/1997,795.71,1072.6,,20.95,
3/18/1997,789.66,1064.35,,21.26,
3/19/1997,785.77,1052.05,,21.74,
3/20/1997,782.65,1054.8,,21.22,
3/21/1997,784.1,1061.4,,19.69,
3/24/1997,790.89,,,20.06,
3/25/1997,789.07,1058.35,,19.26,
3/26/1997,790.5,1059.2,,18.32,
3/26/1997,790.5,1059.2,,18.32,
3/27/1997,773.88,1057.8,,20.5,
3/28/1997,,,,20.68,
3/31/1997,757.12,968.3,,22.14,
4/1/1997,759.64,970.15,,20.84,
4/2/1997,750.11,1002.2,,21.3,
4/3/1997,750.32,1010.65,,21.19,
4/4/1997,757.9,1001,,19.23,
4/7/1997,762.13,990.9,,18.51,
4/8/1997,766.12,,,18.44,
4/9/1997,760.6,1030.3,,18.56,
4/10/1997,758.34,1008.35,,19.01,
4/11/1997,737.65,1013.4,,19.76,
4/12/1997,,1003.25,,,
4/14/1997,743.73,,,19.09,
4/15/1997,754.72,1014.9,,18.25,
4/16/1997,763.53,,,17.64,
4/17/1997,761.77,1035.2,,18.71,
4/18/1997,766.34,,,18.75,
4/21/1997,760.37,1060.6,,20.1,
4/22/1997,774.61,1059.8,,19.52,
4/23/1997,773.64,1071.05,,20.48,
4/24/1997,771.18,1067.2,,20.83,
4/25/1997,765.37,1069.4,,21.15,
4/28/1997,772.96,1065.4,,21.34,
4/29/1997,794.05,1057.45,,19.81,
4/30/1997,801.34,1079.85,,20.06,
5/1/1997,798.53,,,19.87,
5/2/1997,812.97,1069,,17.51,
5/5/1997,830.24,1045.5,,20.13,
5/6/1997,827.76,1048.4,,20.85,
5/7/1997,815.62,1044.4,,21.34,
5/8/1997,820.26,1054.05,,21.26,
5/9/1997,824.78,1053.35,,20.11,
5/12/1997,837.66,1040.5,,20.25,
5/13/1997,833.13,1031.05,,20.81,
5/14/1997,836.04,1041.65,,21.09,
5/15/1997,841.88,1045,,19.91,
5/16/1997,829.75,1048.4,,21.57,
5/19/1997,833.27,1050.8,,21.48,
5/20/1997,841.66,1050.85,,19.26,
5/21/1997,839.35,1042,,19.28,
5/22/1997,835.66,1037.2,,18.77,
5/23/1997,847.03,1033.7,,18.08,
5/26/1997,,1026.9,,18.46,
5/27/1997,849.71,1025.7,,19.36,
5/28/1997,847.21,1027,,19.28,
5/29/1997,844.08,1038.2,,19.02,
5/30/1997,848.28,1050.9,,19.19,
6/2/1997,846.36,1064.95,,20.85,
6/3/1997,845.48,1073.75,,20.01,
6/4/1997,840.11,1085.75,,20.1,
6/5/1997,843.43,1086.6,,20.36,
6/6/1997,858.01,1082.75,,18.94,
6/9/1997,862.91,1074.65,,19.46,
6/10/1997,865.27,1081.1,,19.04,
6/11/1997,869.57,1104.6,,18.85,
6/12/1997,883.48,1120.7,,18.51,
6/13/1997,893.27,1136.3,,19.27,
6/16/1997,893.9,1129.7,,19.77,
6/17/1997,894.42,1138.8,,20.17,
6/18/1997,889.06,1159.8,,20.45,
6/19/1997,897.99,1159.8,,20.1,
6/20/1997,898.7,1158.35,,20.2,
6/23/1997,878.62,1153.7,,21.19,
6/24/1997,896.34,1155.3,,20.74,
6/24/1997,896.34,1155.3,,20.74,
6/25/1997,888.99,1161.9,,21.5,
6/26/1997,883.68,1168.2,,21.82,
6/27/1997,887.3,1169.65,,21.22,
6/30/1997,885.14,1192.4,,21.53,
7/1/1997,891.03,1200.45,,21,
7/2/1997,904.03,1222.95,,19.7,
7/3/1997,916.92,1214.9,,17.82,
7/4/1997,,1216.1,,23.92,
7/7/1997,912.2,1209.7,,19.13,
7/8/1997,918.75,1198.25,,18.76,
7/9/1997,907.54,1236.55,,20.4,
7/10/1997,913.78,1239.15,,19.92,
7/11/1997,916.68,1221.1,,19.06,
7/14/1997,918.38,1187.05,,19.58,
7/15/1997,925.76,1183.35,,19,
7/16/1997,936.59,1183,,19.36,
7/17/1997,931.61,1181.4,,20.54,
7/18/1997,915.3,,,22.28,
7/21/1997,912.94,1165,,23.51,
7/22/1997,933.98,1173.25,,21.77,
7/23/1997,936.56,1200.7,,21.3,
7/24/1997,940.3,1199.95,,20.96,
7/25/1997,938.79,1185.05,,20.82,
7/28/1997,936.45,1181.65,,21.84,
7/29/1997,942.29,1190.3,,22.02,
7/30/1997,952.29,1197.9,,21.39,
7/31/1997,954.29,1221.5,,21.48,
8/1/1997,947.14,1232.4,,22.29,
8/4/1997,950.3,1250.4,,21.94,
8/5/1997,952.37,1273.15,,20.64,
8/6/1997,960.32,1292.95,,20.05,
8/7/1997,951.19,1269.65,,19.77,
8/8/1997,933.54,1256.95,,22.46,
8/11/1997,937,1258.35,,22.77,
8/12/1997,926.53,1248.45,,23.75,
8/13/1997,922.02,1244.6,,24.52,
8/14/1997,924.77,1227.9,,23.11,
8/15/1997,900.81,,,24.45,
8/18/1997,912.49,1201.45,,24.37,
8/19/1997,926.01,1180.7,,22.64,
8/20/1997,939.35,1198.2,,21.09,
8/21/1997,925.05,1181.5,,23.83,
8/22/1997,923.55,1160.45,,24.74,
8/25/1997,920.16,1144.3,,24.1,
8/26/1997,913.02,1151.75,,24.73,
8/27/1997,913.7,1168.4,,24.26,
8/28/1997,903.67,1134.65,,24.51,
8/29/1997,899.47,1105,,24.76,
9/1/1997,,1104.7,,22.57,
9/2/1997,927.58,1117.15,,24.53,
9/3/1997,927.86,1134.7,,24.95,
9/4/1997,930.87,1137.15,,25.27,
9/5/1997,929.05,1149.25,,24.31,
9/8/1997,931.2,1158.25,,24.4,
9/9/1997,933.62,1159.55,,23.89,
9/10/1997,919.03,1154.55,,24.64,
9/11/1997,912.59,1154.3,,25.99,
9/12/1997,923.91,1142.85,,25.17,
9/15/1997,919.77,1141,,25.74,
9/16/1997,945.64,1140.15,,23.77,
9/17/1997,943,1134.2,,24.1,
9/18/1997,947.29,1109.35,,23.48,
9/19/1997,950.51,1104.3,,22.74,
9/22/1997,955.43,1085,,22.08,
9/22/1997,955.43,1085,,22.08,
9/23/1997,951.93,1088.65,,22,
9/24/1997,944.48,1100.85,,22.64,
9/25/1997,937.91,1111.35,,22.96,
9/26/1997,945.22,1116.1,,22.26,
9/29/1997,953.34,1125.7,,22.23,
9/30/1997,947.28,1123.8,,22.91,
10/1/1997,955.41,1114.7,,22.32,
10/2/1997,960.46,,,22.27,
10/3/1997,965.03,,,21.54,
10/6/1997,972.69,,,21.61,
10/7/1997,983.12,,,20.29,
10/8/1997,973.84,,,20.77,
10/9/1997,970.62,1134.55,,22.31,
10/10/1997,966.98,1163.55,,19.75,
10/13/1997,968.1,1156.95,,20.26,
10/14/1997,970.28,1137.9,,19.99,
10/15/1997,965.72,1150.45,,20.05,
10/16/1997,955.23,1168.35,,20.53,
10/17/1997,944.16,1177.8,,21.69,
10/20/1997,955.61,1188.2,,20.72,
10/21/1997,972.28,1174.95,,19.53,
10/22/1997,968.49,1169.85,,19.86,
10/23/1997,950.69,1151.65,,22.99,
10/24/1997,941.64,1136.65,,23.17,
10/27/1997,876.99,1120.8,,31.12,
10/28/1997,921.85,1032.6,,31.22,
10/29/1997,919.16,1107,,33.75,
10/30/1997,903.68,1085.25,,38.2,
10/31/1997,914.62,,,35.09,
11/3/1997,938.99,1084,,32.09,
11/4/1997,940.76,1090.2,,32.24,
11/5/1997,942.76,1085,,32.18,
11/6/1997,938.03,1080.95,,32.57,
11/7/1997,927.51,1074.8,,36.27,
11/10/1997,921.13,1065.9,,36.63,
11/11/1997,923.78,1073.35,,36.38,
11/12/1997,905.96,1045,,37.84,
11/13/1997,916.66,1022.4,,36.64,
11/14/1997,928.35,,,33.66,
11/17/1997,946.2,1024.95,,31.58,
11/18/1997,938.23,1009.8,,31.55,
11/19/1997,944.59,987.85,,29.93,
11/20/1997,958.98,995.15,,27.32,
11/21/1997,963.09,1005.75,,26.65,
11/24/1997,946.67,981.25,,29.8,
11/25/1997,950.82,1010.7,,28.95,
11/26/1997,951.64,1016.85,,27.99,
11/27/1997,,1046.75,,19.58,
11/28/1997,955.4,1023.95,,27.43,
12/1/1997,974.78,1032.65,,26.01,
12/2/1997,971.68,1029.8,,25.66,
12/3/1997,976.77,1030.7,,23.92,
12/4/1997,973.1,1011.75,,23.84,
12/5/1997,983.79,1006.3,,22.65,
12/8/1997,982.37,1008.8,,23.22,
12/9/1997,975.78,984.05,,23.36,
12/10/1997,969.79,971.9,,24.55,
12/11/1997,954.94,973.65,,27.63,
12/12/1997,953.39,965.15,,27.92,
12/15/1997,963.39,979.85,,27.37,
12/16/1997,968.04,1002.35,,26.11,
12/17/1997,965.54,1013.15,,26.33,
12/18/1997,955.3,1009.7,,27.19,
12/19/1997,946.78,1028.4,,29.18,
12/22/1997,953.7,1051.4,,28.56,
12/23/1997,939.13,1054.8,,29.86,
12/24/1997,932.7,1054.15,,30.27,
12/25/1997,,,,22.91,
12/26/1997,936.46,1061.45,,29.27,
12/29/1997,953.35,1079,,26.79,
12/30/1997,970.84,1058.5,,24.38,
12/31/1997,970.43,1079.4,,24.01,
1/1/1998,,1081.2,,24,
1/2/1998,975.04,1086.2,,23.42,
1/5/1998,977.07,1091.65,,24.36,
1/6/1998,966.58,1079.15,,25.66,
1/7/1998,964,1082.4,,25.07,
1/8/1998,956.05,1057.75,,26.01,
1/9/1998,927.69,1033.55,,28.69,
1/12/1998,939.21,995.8,,28.02,
1/13/1998,952.12,999.1,,25.17,
1/14/1998,957.94,997.55,,23.75,
1/15/1998,950.73,989.65,,23.45,
1/16/1998,961.51,997.8,,21.65,
1/19/1998,,1017.25,,22.87,
1/20/1998,978.6,1011.45,,21.65,
1/21/1998,970.81,1012.4,,22.53,
1/22/1998,963.04,992.35,,23.16,
1/23/1998,957.59,986.8,,23.32,
1/26/1998,956.95,,,23.97,
1/27/1998,969.02,963.3,,22.27,
1/28/1998,977.46,944.8,,22.06,
1/29/1998,985.49,941.35,,21.65,
1/30/1998,980.28,963.45,,21.47,
2/2/1998,1001.27,976.6,,21.36,
2/3/1998,1006,975.25,,20.67,
2/4/1998,1006.9,967.95,,20.55,
2/5/1998,1003.54,976.1,,21.29,
2/6/1998,1012.46,977.65,,20.51,
2/9/1998,1010.74,976.1,,21.55,
2/10/1998,1019.01,963.7,,20.66,
2/11/1998,1020.01,958.9,,20.38,
2/12/1998,1024.14,956.65,,19.73,
2/13/1998,1020.09,974.55,,19.84,
2/16/1998,,,,31.97,
2/17/1998,1022.76,991.7,,20.76,
2/18/1998,1032.08,988.85,,19.66,
2/19/1998,1028.28,997.55,,19.88,
2/20/1998,1034.21,993.65,,19,
2/23/1998,1038.14,1009.6,,18.99,
2/24/1998,1030.56,1014.1,,19.35,
2/25/1998,1042.9,1036.05,,18.62,
2/26/1998,1048.67,1045.8,,18.63,
2/27/1998,1049.34,1060.75,,18.55,
3/2/1998,1047.7,1098.2,,19.19,
3/3/1998,1052.02,1063.5,,19.04,
3/4/1998,1047.33,1092.35,,19.58,
3/5/1998,1035.05,1083.35,,20.93,
3/6/1998,1055.69,1081.45,,19.14,
3/9/1998,1052.31,1099.5,,20.23,
3/10/1998,1064.25,1086.05,,19.43,
3/11/1998,1068.47,1083,,18.89,
3/12/1998,1069.92,1077.5,,18.25,
3/13/1998,1068.61,,,18.71,
3/16/1998,1079.27,1090.45,,18.51,
3/17/1998,1080.45,1083.3,,18.66,
3/18/1998,1085.52,1103.35,,18.29,
3/19/1998,1089.74,1105.8,,17.76,
3/20/1998,1099.16,1109.6,,18.69,
3/23/1998,1095.55,1124.1,,19.98,
3/24/1998,1105.65,1120.85,,20.51,
3/25/1998,1101.93,1146.95,,22.54,
3/26/1998,1100.8,1129.5,,22.81,
3/27/1998,1095.44,1140.35,,23.47,
3/30/1998,1093.55,1124.85,,24.66,
3/31/1998,1101.75,1116.9,,24.22,
4/1/1998,1108.15,1150.1,,23.37,
4/2/1998,1120.01,1157.4,,21.98,
4/3/1998,1122.7,1173.45,,21.82,
4/6/1998,1121.38,1187.1,,22.47,
4/7/1998,1109.55,1187.8,,23.66,
4/8/1998,1101.65,,,23.17,
4/9/1998,1110.67,1209.6,,21.51,
4/10/1998,,1192.4,,22.58,
4/13/1998,1109.69,1159.45,,22.77,
4/14/1998,1115.75,,,21.61,
4/15/1998,1119.32,1206.3,,20.89,
4/16/1998,1108.17,1197.05,,22.06,
4/17/1998,1122.72,1210,,20.76,
4/20/1998,1123.65,1207.15,,20.39,
4/21/1998,1126.67,1212.75,,19.91,
4/22/1998,1130.54,1210.8,,19.44,
4/23/1998,1119.58,1182.1,,20.6,
4/24/1998,1107.9,1173.8,,21.97,
4/27/1998,1086.54,1164.35,,26.09,
4/28/1998,1085.11,1146.8,,24.17,
4/29/1998,1094.63,1151.1,,22.78,
4/30/1998,1111.75,1159.35,,21.18,
5/1/1998,1121,,,19.34,
5/4/1998,1122.07,1185.15,,20.32,
5/5/1998,1115.5,1188.1,,21.46,
5/6/1998,1104.92,1172.45,,22.79,
5/7/1998,1095.14,,,23.39,
5/8/1998,1108.14,1161.55,,20.57,
5/11/1998,1106.64,1160.3,,21.05,
5/12/1998,1115.79,1132.25,,20.98,
5/13/1998,1118.86,1094.1,,20.44,
5/14/1998,1117.37,1118.65,,19.64,
5/15/1998,1108.73,1110.1,,20.44,
5/18/1998,1105.82,1119.8,,21.69,
5/19/1998,1109.52,1121.75,,20.39,
5/20/1998,1119.06,1141.3,,19.89,
5/21/1998,1114.64,1126.15,,19.38,
5/22/1998,1110.47,1126.55,,18.99,
5/25/1998,,1122.95,,21.68,
5/26/1998,1094.02,1104.45,,22.07,
5/27/1998,1092.23,1090.95,,22.59,
5/28/1998,1097.6,1075.55,,20.74,
5/29/1998,1090.82,1063.15,,21.32,
6/1/1998,1090.98,1053.75,,22.83,
6/2/1998,1093.22,1019.6,,22,
6/3/1998,1082.73,1033.9,,22.85,
6/4/1998,1094.83,1027,,21.22,
6/5/1998,1113.86,993.5,,19.78,
6/8/1998,1115.72,968.6,,20.58,
6/9/1998,1118.41,995.05,,20.52,
6/10/1998,1112.28,962.9,,21.48,
6/11/1998,1094.58,961.35,,23.57,
6/12/1998,1098.84,971.15,,22.78,
6/15/1998,1077.01,916.8,,25.94,
6/16/1998,1087.59,910.1,,24.8,
6/17/1998,1107.11,976.5,,22.89,
6/18/1998,1106.37,956.15,,22.4,
6/19/1998,1100.65,913.25,,21.92,
6/19/1998,1100.65,913.25,,21.92,
6/22/1998,1103.21,880.2,,21.94,
